YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY
1766,3,8,,,40.9,140.7,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,,1
887,8,2,,,37.5,138.1,NIIGATA,JAPAN,Japan,Earthquake,Probable Tsunami,6.5,,1
1026,6,16,,,34.8,131.8,"OFF MASUDA, SHIMANE PREFECTURE",JAPAN,Japan,Earthquake,Probable Tsunami,7.5,,3
1341,10,31,,,41,139.5,"JUSANKO, TSUGARU AOMORI PREFECTURE",JAPAN,Japan,Earthquake,Probable Tsunami,7,,2.5
1674,2,17,11,30,-3.75,127.75,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,6.8,40,1.5
1498,9,20,,,34,138.1,ENSHUNADA SEA,JAPAN,Japan,Earthquake,Definite Tsunami,8.3,,4
744,6,30,,,32.4,130.5,SW. KYUSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.4,,2
1765,5,,,,23.12,113.25,SOUTH CHINA SEA,CHINA,"China, North and South Korea, Philippines, Taiwan",Unknown,Very Doubtful Tsunami,,,2
1700,4,1,,,32.7,129.7,NAGASAKI PREFECTURE,JAPAN,Japan,Landslide,Questionable Tsunami,,,2
1741,8,29,,,41.5,139.37,W. HOKKAIDO ISLAND,JAPAN,Japan,Volcano,Definite Tsunami,6.9,,2.5
1770,12,,,,14.6,120.98,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,,,0
1861,6,5,,,-6.3,107.3,JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Unknown,Questionable Tsunami,,,1
1856,3,,,,-44,172,"S CANTERBURY PROVINCE, SOUTH ISLAND",NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Unknown,Probable Tsunami,,,0.5
1867,8,5,,,-33.8,151.3,SYDNEY HARBOR,AUSTRALIA,"E Coast Australia, New Zealand, South Pacific Is.",Unknown,Very Doubtful Tsunami,,,-1
1844,3,22,10,13,43.4,16.7,DUBROVNIK,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,,,2
1866,8,15,,,-33.8,151.3,SYDNEY HARBOR,AUSTRALIA,"E Coast Australia, New Zealand, South Pacific Is.",Unknown,Very Doubtful Tsunami,,,-1
1819,,,,,19.67,145.4,"ASUNCION ISLAND, N. MARIANA ISLANDS",USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Volcano,Questionable Tsunami,,,1
1843,9,14,10,30,42.6,18.1,DUBROVNIK,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,6.5,,4
1865,11,28,,,-12.08,-77,CENTRAL PERU,PERU,West Coast of South America,Unknown,Very Doubtful Tsunami,,,1
1780,9,9,,,31.6,130.7,SW. KYUSHU ISLAND,JAPAN,Japan,Volcano,Definite Tsunami,,,1
1861,3,,,,-3.7,128.2,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Unknown,Questionable Tsunami,,,1
1866,3,6,,,36.404,25.396,THERA ISLAND (SANTORINI),GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6,,4
1851,5,4,,,-5,105,LAMPUNG BAY,INDONESIA,Indian Ocean (including west coast of Australia),Unknown,Probable Tsunami,,,1.5
1850,7,20,,,39.5,142,SANRIKU,JAPAN,Japan,Landslide,Very Doubtful Tsunami,,,0
1866,8,9,,,-33.8,151.3,SYDNEY HARBOR,AUSTRALIA,"E Coast Australia, New Zealand, South Pacific Is.",Unknown,Very Doubtful Tsunami,,,-1
1855,4,14,,,-9,121,FLORES ISLAND,INDONESIA,Indian Ocean (including west coast of Australia),Unknown,Probable Tsunami,,,1
1791,5,13,,,32.8,130.3,RYUKYU ISLANDS,JAPAN,Japan,Unknown,Questionable Tsunami,,,2.5
1829,5,23,,,41.1,24.3,CONSTANTINOPLE,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.3,,2
1780,10,31,,,31.6,130.7,SW. KYUSHU ISLAND,JAPAN,Japan,Volcano,Definite Tsunami,,,1
1866,2,2,,,38.3,26.2,"E. SPORADES ISLANDS, AEGEAN ISLANDS",GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3
1859,12,25,,,1.37,125.1,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Unknown,Probable Tsunami,,,1
1866,1,31,,,36.4,25.3,THERA ISLAND (SANTORINI),GREECE,Mediterranean Sea,Volcano and Earthquake,Very Doubtful Tsunami,6.1,,
1865,3,1,,,26.2,127.5,RYUKYU ISLANDS,JAPAN,Japan,Unknown,Very Doubtful Tsunami,,,0.5
1855,10,22,3,45,37.8,-122.4,N. CALIFORNIA,USA,West Coast of North and Central America,Earthquake,Very Doubtful Tsunami,,,0
1830,9,16,,,14.55,120.9,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Event that only caused a seiche or disturbance in an inland river,,,1
1852,11,19,,,-3.7,128.2,"AMBON ISLAND, BANDA SEA",INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Very Doubtful Tsunami,,,0
1799,,,,,-12,-77,N. PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,,,1
1869,4,22,,,-12.1,-77.1,PERU,PERU,West Coast of South America,Earthquake,Very Doubtful Tsunami,,,1
1855,8,11,9,15,-33,-71.7,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,,,0
1842,11,11,,,24,89.25,BAY OF BENGAL:  NORTHERN END,BANGLADESH,Indian Ocean (including west coast of Australia),Earthquake,Very Doubtful Tsunami,6,,
1866,2,6,,,36,23,"S. COASTS PELOPONNESUS, GREECE",GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6,,4
1819,8,31,,,66.416,12.85,NORWAY:  RANA REGION: LUROY,NORWAY,Northeast Atlantic Ocean,Earthquake,Probable Tsunami,5.8,,
1840,1,28,8,,-12.3,-77.3,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Very Doubtful Tsunami,,40,0
1791,11,2,21,,37.8,21,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7,,3
1792,,,,,57,-152,"KODIAK ISLAND, AK",USA,Alaska (including Aleutian Islands),Meteorological,Very Doubtful Tsunami,,,1
1862,5,27,20,0,32.7,-117.2,S. CALIFORNIA,USA,West Coast of North and Central America,Earthquake and Landslide,Definite Tsunami,5.9,,
1856,2,15,13,25,37.5,-122.3,N. CALIFORNIA,USA,West Coast of North and Central America,Earthquake and Landslide,Probable Tsunami,5.5,,-1
1868,8,13,,,10.7,-63.1,RIO CARIBE,VENEZUELA,Caribbean Sea,Earthquake,Questionable Tsunami,8.5,,
1848,7,12,,,-17.9,-149.9,TAHITI,FRENCH POLYNESIA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,,,0.5
1827,8,9,,,53,158.5,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Volcano and Earthquake,Probable Tsunami,,,1.5
1820,3,1,,,54.52,-164.65,"E. ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Volcano,Questionable Tsunami,,,0.5
1854,9,27,,,0.8,127.4,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,0.5
1818,11,8,,,-7,117,BALI SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,8.5,600,2
1857,7,13,22,,34.8,138.3,TOKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,6.4,,
1839,5,1,,,42.5,145,SE. HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Very Doubtful Tsunami,7.3,,1
1862,3,4,9,30,14.5,121,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,6,,0.5
1859,12,9,2,0,13.7,-89.8,EL SALVADOR,EL SALVADOR,West Coast of North and Central America,Earthquake,Probable Tsunami,7,,1.5
1859,7,29,,,0.009,125.5,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.3,,1.5
1851,5,26,18,14,-27.35,-70.35,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,7.2,,2
1845,6,19,,,23.583,68.367,RANN OF KUTCH,INDIA,Indian Ocean (including west coast of Australia),Earthquake,Probable Tsunami,6.3,,
1840,2,14,,,0.8,127.325,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,,,0.5
1828,5,26,,,32.6,129.9,AMAKUSA SEA,JAPAN,Japan,Earthquake,Definite Tsunami,6.4,,
1818,3,18,,,-4,101.5,"BENGKULU, SUMATRA",INDONESIA,Indian Ocean (including west coast of Australia),Earthquake and Landslide,Probable Tsunami,7,,1.5
1859,12,17,,,0.9,124.9,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,,,0
1860,8,,,,1.3,121,SULAWESI-N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Very Doubtful Tsunami,,,0
1852,11,29,,,32.5,-115.5,N. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Probable Tsunami,7,,1
1834,2,9,1,,43.3,141.4,W. HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.4,,1
1863,9,20,,,44.6,141.5,NW. HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Probable Tsunami,6.4,,0
1855,11,7,,,34.5,137.6,ENSHUNADA,JAPAN,Japan,Earthquake,Definite Tsunami,7,,
1811,11,19,14,15,-33,-71.4,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,,,2
1868,10,16,,,-33.1,-71.7,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,,,0.5
1868,10,2,,,-17,-72.5,S. PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,,,0.5
1868,9,14,,,-36.7,-73.2,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,,,0.5
1868,5,15,,,55,-161,"SHUMAGIN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Questionable Tsunami,,,2.5
1867,9,,,,10.9,-64.1,ISLA DE MARGARITA,VENEZUELA,Caribbean Sea,Earthquake,Very Doubtful Tsunami,7.5,,
1865,11,18,,,-19.5,-173.5,TONGA ISLANDS,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8,,3
1863,8,17,,,-19,168.5,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Questionable Tsunami,7.5,,1
1863,3,16,,,-6.1,106.7,JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Very Doubtful Tsunami,,,0
1861,10,20,17,30,38.5,142,OFF MIYAGI,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,2
1861,9,25,,,-1.5,100,SW. SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Probable Tsunami,6.5,,1.5
1861,6,17,,,1,97.5,SW. SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Probable Tsunami,6.8,,0.5
1861,4,26,,,1,97.5,SW. SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7,70,1.5
1860,10,6,,,-1.25,128.5,CERAM SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,0
1860,4,23,,,-12.1,-77.1,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Probable Tsunami,,,0
1860,4,8,,,18.52,-73.35,ANSE-A-VEAU,HAITI,Caribbean Sea,Earthquake,Definite Tsunami,7.5,,
1859,9,25,,,-5.5,130.5,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,6.8,,0.5
1859,8,25,,,13.33,-87.81,EL SALVADOR,EL SALVADOR,West Coast of North and Central America,Earthquake,Probable Tsunami,6.2,,1.5
1859,7,20,,,-4.6,129.9,"LONTOR ISLAND, BANDA SEA",INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,0
1859,6,28,,,1,126.5,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7,,3
1858,12,13,,,1,126,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,7.3,,1.5
1858,4,24,11,15,-30,-71.4,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,6.5,,1
1857,11,18,,,1.35,125.2,"KEMA, SULAWESI I, N. MOLUCCAS IS",INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,,,0
1857,11,17,,,1.35,125.2,"KEMA, SULAWESI I, N. MOLUCCAS IS",INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,1.5
1857,5,13,,,-8,115.5,BALI SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7,50,2
1857,9,17,22,,40.2,29,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
1856,7,25,,,-8.5,116,JAVA-FLORES SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,,,0
1855,3,20,0,30,40.75,-124.2,N. CALIFORNIA,USA,West Coast of North and Central America,Earthquake,Very Doubtful Tsunami,6,,0
1854,10,22,3,35,37.8,-122.4,N. CALIFORNIA,USA,West Coast of North and Central America,Earthquake,Questionable Tsunami,,,0
1854,8,7,,,8.5,-83,COSTA RICA-PANAMA,COSTA RICA,West Coast of North and Central America,Earthquake and Landslide,Questionable Tsunami,7.2,,1.5
1854,8,4,,,8.5,-83,COSTA RICA-PANAMA,COSTA RICA,West Coast of North and Central America,Earthquake,Questionable Tsunami,7.2,,1.5
1854,5,31,12,59,34.4,-119.7,S. CALIFORNIA,USA,West Coast of North and Central America,Earthquake and Landslide,Very Doubtful Tsunami,,,0
1854,1,27,18,10,57,-152,"KODIAK ISLAND, AK",USA,Alaska (including Aleutian Islands),Earthquake and Landslide,Probable Tsunami,,,0.5
1854,1,4,,,-3.5,128.6,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,6,,0
1853,11,,,,47,152,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Very Doubtful Tsunami,,,2
1852,12,4,,,17,-100,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Questionable Tsunami,7,,0
1823,9,9,,,-6.5,108.5,JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,6.8,150,-1.5
1816,5,1,,,5,96.5,MALACCA STRAIT,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,,,0
1814,,,,,-10.217,123.633,TIMOR ISLAND,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,,,0
1852,11,11,0,0,1.5,98,"SIBOLGA, SUMATRA",INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Very Doubtful Tsunami,6.8,,0
1848,10,15,14,10,-41.9,173.6,COOK STRAIT,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Very Doubtful Tsunami,7.9,,0.5
1847,5,23,,,-12.1,-77.1,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,,,1.5
1846,3,,,,39.5,142.5,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,,1
1846,1,25,0,0,2,126.5,"TERNATE ISLAND, N. MOLUCCAS ISLANDS",INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.3,,0.5
1845,7,5,,,-39.93,175.05,N. NEW ZEALAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Very Doubtful Tsunami,,,0.5
1843,2,7,,,-7.2,114,BALI SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Very Doubtful Tsunami,6,,0
1843,1,5,,,1.5,98,SW. SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.3,70,2
1841,12,16,,,-4,127.5,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,6,,1.5
1841,11,26,,,-5,130,MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,1.5
1837,9,29,,,5.5,96,BANDA ACEH,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,7.3,100,0.5
1836,11,28,,,-8.3,118.7,FLORES SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,7.5,,0.5
1836,7,3,,,-22.6,-70.3,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,7.5,,1
1836,3,5,,,-8.3,118.7,FLORES SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,,,0.5
1834,3,14,,,16.8,-99.9,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Very Doubtful Tsunami,7,,0
1833,3,10,,,16.8,-99.9,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Probable Tsunami,,,0.5
1808,8,8,,,33.9,134.8,"E. AWA, TOKUSHIMA PREFECTURE",JAPAN,Japan,Earthquake,Definite Tsunami,6.5,,0.5
1802,8,,,,-3.7,128.2,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,,,1.5
1791,4,15,,,56,163,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Very Doubtful Tsunami,6.8,20,
1787,4,3,15,30,15.5,-97,SAN MARCOS,MEXICO,West Coast of North and Central America,Earthquake,Questionable Tsunami,7.3,,1
1775,4,18,,,-3.7,128.2,AMBON ISLAND,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,0
1868,10,21,15,53,37.7,-122.1,N. CALIFORNIA,USA,West Coast of North and Central America,Earthquake and Landslide,Probable Tsunami,6.8,,0.5
1866,3,2,15,30,40.4,19.5,ALBANIAN COASTS,ALBANIA,Mediterranean Sea,Earthquake,Probable Tsunami,6.3,,3
1866,1,2,,,40.3,19.4,ALBANIAN COASTS,ALBANIA,Mediterranean Sea,Earthquake,Questionable Tsunami,6.5,,4
1865,10,19,,,13.25,123.5,PHILIPPINES,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,6,,0
1865,10,8,20,46,37.2,-121.9,N. CALIFORNIA,USA,West Coast of North and Central America,Earthquake and Landslide,Probable Tsunami,6.3,,0.5
1861,12,26,,,38.2,22.2,CORINTH GULF,GREECE,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,7.3,,4
1859,10,5,12,0,-27.35,-70.35,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.6,,2.5
1856,11,13,,,38.5,26.25,"CHIOS ISLAND, AEGEAN ISLANDS",GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6.6,,3
1856,10,12,0,45,35.5,26,CRETE,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,8.3,,3
1855,11,11,,,35.65,139.8,TOKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7,,
1855,7,11,4,15,34.1,-118.1,S. CALIFORNIA,USA,West Coast of North and Central America,Earthquake and Landslide,Probable Tsunami,6,,0
1855,1,23,9,,-41.25,175,NORTHERN ISLAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Probable Tsunami,8,,3
1853,8,18,8,30,38.25,23.5,CENTRAL GREECE (EVOIKOS GULF),GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,,,3
1853,7,15,,,10.5,-64.2,CUMANA,VENEZUELA,Caribbean Sea,Earthquake,Definite Tsunami,6.7,,
1852,9,16,10,30,14,120.5,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,7.5,,1.5
1851,10,12,6,,40.5,19.7,ALBANIAN COASTS,ALBANIA,Mediterranean Sea,Earthquake,Questionable Tsunami,6.6,,3
1851,2,28,,,35.5,28.7,"FETIYE, ASIA MINOR",TURKEY,Mediterranean Sea,Earthquake,Probable Tsunami,7.2,,3
1849,11,17,10,10,-29.95,-71.37,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.5,,2.5
1845,4,7,,,17,-100.6,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Probable Tsunami,8,,1.5
1845,2,8,7,30,1.5,124.85,CELEBES SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,7,,0
1843,10,18,,,36.3,27.6,ISLAND OF CHALKI,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,6.5,,4
1843,7,8,5,5,-39.9,175,NEW ZEALAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,7.5,,
1843,2,8,14,50,16.5,-62.2,POINTE-A-PITRE,GUADELOUPE (FRENCH TERRITORY),Caribbean Sea,Earthquake,Definite Tsunami,8.3,33,
1841,5,17,21,30,52,158,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,8.4,30,3
1840,1,4,,,-8,110.5,JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,7,150,0
1837,1,1,1,,33,35.5,ISRAEL and SYRIAN COASTS,ISRAEL,Mediterranean Sea,Earthquake,Probable Tsunami,,,4
1833,1,19,,,40.4,19.9,ALBANIA,ALBANIA,Mediterranean Sea,Earthquake,Questionable Tsunami,6.4,,4
1830,1,18,9,15,14.55,120.9,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
1828,11,9,10,30,14.55,120.9,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,7.5,,0.5
1825,2,26,,,11.1,-74.1,SANTA MARTA,COLOMBIA,Caribbean Sea,Earthquake,Very Doubtful Tsunami,6.3,,
1825,1,19,11,45,38.8,20.7,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.8,,3
1824,10,26,,,14.25,121.25,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,,,1
1822,11,20,2,30,-33,-72,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.5,,2
1822,5,7,,,10.1,-83.3,MATINA,COSTA RICA,Caribbean Sea,Earthquake,Questionable Tsunami,7.6,,
1821,1,6,,,37.8,21.3,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.5,,
1820,5,4,,,17.2,-99.6,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.6,,1.5
1819,6,16,,,23,71,KUTCH,INDIA,Indian Ocean (including west coast of Australia),Earthquake,Probable Tsunami,7.7,,
1819,4,12,3,0,-27,-71.5,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.5,,2
1817,8,23,8,,38.3,22.1,CORINTHOS-PATRAS GULF,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6.8,,3
1812,12,21,19,0,34.2,-119.9,S. CALIFORNIA,USA,West Coast of North and Central America,Earthquake and Landslide,Definite Tsunami,7.5,,1.5
1812,3,26,20,7,10.6,-66.9,LA GUAIRA,VENEZUELA,Caribbean Sea,Earthquake,Questionable Tsunami,7.7,33,
1810,9,25,,,39.9,139.9,NW. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.6,,0
1806,12,1,23,,-12.1,-77.1,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Probable Tsunami,7.5,,0.5
1804,6,8,3,,38.3,21.8,CORINTHOS-PATRAS GULF,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6.7,,3
1802,12,9,5,,37.7,138.3,NW. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.6,,
1792,8,22,18,,54,162,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Very Doubtful Tsunami,8.4,,2
1780,6,29,,,45.3,151.2,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.5,,3
1781,4,11,,,31.58,130.67,SW. KYUSHU ISLAND,JAPAN,Japan,Volcano,Definite Tsunami,,,1
1771,11,9,,,0.8,127.325,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Volcano and Earthquake,Very Doubtful Tsunami,,,0.5
1852,12,24,,,-5,130.5,BANDANEIRA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Very Doubtful Tsunami,7,,2
1865,1,8,,,-12,-77.1,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Probable Tsunami,,,1.5
1859,10,20,,,-9,111,SOUTH OF JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,,,1
1787,3,28,17,30,16.5,-98.5,SAN MARCOS,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,8.3,,2.5
1868,4,3,2,24,19,-155.5,HAWAII,USA,"Hawaii, Johnston Atoll, Midway I",Earthquake,Definite Tsunami,7.9,,3.5
1867,11,18,18,45,18.1,-65.1,VIRGIN ISLANDS,USA TERRITORY,Caribbean Sea,Earthquake,Definite Tsunami,7.5,33,
1856,8,23,4,30,40.5,143.5,SE. HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,8,,2
1856,3,2,,,3.67,125.5,SANGIHE ISLAND,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Volcano,Definite Tsunami,,,1
1843,4,25,,,42,146,SE. HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,8.4,,2.5
1840,3,22,,,12.9,123.9,PHILIPPINE SEA,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,6.5,,1
1837,11,7,12,51,-42.5,-74,SOUTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.5,,3
1835,2,20,16,22,-36.83,-73.03,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.2,,3
1833,12,7,,,38.9,139.15,NW. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,2.5
1833,11,24,,,-2.5,100.5,SW. SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,8.3,75,2.5
1793,2,8,3,,40.85,139.95,W. OFF AOMORI,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,,2
